"ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"P0063",8,"13:53:20",3.7,-0.5,0,3.2,1.03,18,1
"P1142",2,"13:53:19",2,-2,0,0,1.73,21,20
"P1155",20,"13:53:22",5,-0.1,0,4.9,1.03,18,1
"P0951",3,"13:53:26",4.2,-0.1,0,4.1,1.03,18,1
"P0291",12,"13:53:35",2.5,-0.5,1.5,3.5,2.03,12,1
"P0926",32,"13:53:28",5.2,-0.2,0,5,2.03,12,1
"P0059",4,"13:53:28",3,-2,2,3,0.53,27,2
"P1155",21,"13:53:33",4.9,-0.2,0,4.7,1.03,18,2
"P0619",10,"13:53:34",4.3,-0.2,0.4,4.5,1.03,18,1
"P0842",30,"13:53:37",5.2,-0.2,0,5,1.03,18,2
"P0926",33,"13:53:38",5,-0.2,0.6,5.4,2.03,12,1
"P0951",4,"13:53:45",4.1,-0.1,0,4,1.03,18,1
"P1155",22,"13:53:47",4.7,-0.4,0.8,5.1,1.03,18,4
"P1084",9,"13:53:47",5.1,-0.2,0,4.9,1.03,18,1
"P0291",13,"13:53:57",3.5,-0.5,1,4,1.03,18,1
"P0619",11,"13:53:50",4.5,-0.1,0,4.4,1.03,18,1
"P0926",34,"13:53:55",5.4,-0.2,0.6,5.8,2.03,12,1
"P1155",23,"13:53:58",5.1,-0.1,0.2,5.2,1.03,18,1
"P0827",10,"13:53:58",6.2,-0.7,1.4,6.9,1.03,18,7
"P0951",5,"13:54:00",4,-0.1,0,3.9,1.03,18,1
"P0291",14,"13:54:15",4,-0.5,1,4.5,1.03,18,1
"P0926",35,"13:54:08",5.8,-0.2,0.6,6.2,2.03,12,1
"P1155",24,"13:54:09",5.2,-0.1,0,5.1,1.03,18,1
"P0619",12,"13:54:11",4.4,-0.2,0,4.2,1.03,18,1
"P0951",6,"13:54:14",3.9,-0.1,0.2,4,1.03,18,1
"P1155",25,"13:54:20",5.1,-0.2,0.4,5.3,1.03,18,2
"P0926",36,"13:54:21",6.2,-0.2,0.6,6.6,2.03,12,1
"P0619",13,"13:54:27",4.2,-0.3,0,3.9,1.03,18,2
"P0951",7,"13:54:30",4,-0.1,0,3.9,1.03,18,1
"P1155",26,"13:54:31",5.3,-0.1,0.2,5.4,1.03,18,1
"P0063",9,"13:54:34",3.2,-1,2,4.2,1.03,18,1
"P0926",37,"13:54:34",6.6,-0.2,0,6.4,2.03,12,1
"P1155",27,"13:54:41",5.4,-0.1,0.2,5.5,1.03,18,1
"P0291",15,"13:54:50",4.5,-1,1.5,5,0.61,26,2
"P0842",31,"13:54:44",5,-0.4,0,4.6,1.03,18,4
"P0951",8,"13:54:44",3.9,-0.1,0,3.8,1.03,18,1
"P0619",14,"13:54:46",3.9,-0.6,1.2,4.5,1.03,18,2
"P0926",38,"13:54:46",6.4,-0.2,0,6.2,2.03,12,1
"P1155",28,"13:54:53",5.5,-0.1,0.2,5.6,1.03,18,1
"P0926",39,"13:54:57",6.2,-0.2,0,6,2.03,12,1
"P0951",9,"13:54:58",3.8,-0.1,0,3.7,1.03,18,1
"P1084",10,"13:55:03",4.9,-0.2,0,4.7,1.03,18,1
"P1155",29,"13:55:04",5.6,-0.1,0.2,5.7,1.03,18,1
"P0619",15,"13:55:10",4.5,-0.1,0,4.4,1.03,18,1
"P0951",10,"13:55:13",3.7,-0.1,0,3.6,1.03,18,1
"P1155",30,"13:55:16",5.7,-0.1,0.2,5.8,1.03,18,1
"P0827",11,"13:55:18",6.9,-0.9,0,6,1.03,18,9
"P0619",16,"13:55:25",4.4,-0.1,0,4.3,1.03,18,1
"P0951",11,"13:55:26",3.6,-0.1,0,3.5,1.03,18,1
"P1155",31,"13:55:27",5.8,-0.1,0,5.7,1.03,18,1
"P1155",32,"13:55:39",5.7,-0.2,0,5.5,1.03,18,2
"P0063",10,"13:55:40",4.2,-2,4,6.2,1.03,18,2
"P0951",12,"13:55:41",3.5,-0.1,0,3.4,1.03,18,1
"P0619",17,"13:55:47",4.3,-0.2,0,4.1,1.03,18,1
"P1155",33,"13:55:51",5.5,-0.4,0,5.1,1.03,18,4
"P0951",13,"13:55:57",3.4,-0.5,1,3.9,1.03,18,1
"P0842",32,"13:55:59",4.6,-1,2,5.6,1.03,18,1
"P0619",18,"13:56:01",4.1,-0.4,0,3.7,1.03,18,2
"P1155",34,"13:56:07",5.1,-0.8,1.6,5.9,1.03,18,8
"P0951",14,"13:56:15",3.9,-0.1,0.2,4,1.03,18,1
"P1155",35,"13:56:17",5.9,-0.1,0,5.8,1.03,18,1
"P1155",36,"13:56:28",5.8,-0.2,0,5.6,1.03,18,2
"P0951",15,"13:56:33",4,-1,0,3,1.03,18,1
"P0827",12,"13:56:37",6,-1,2,7,1.03,18,10
"P0619",19,"13:56:39",3.7,-0.8,1.6,4.5,1.03,18,3
"P1155",37,"13:56:41",5.6,-0.4,0.8,6,1.03,18,4
"P0951",16,"13:56:49",3,-1,2,4,1.03,18,1
"P1155",38,"13:56:52",6,-0.1,0,5.9,1.03,18,1
"P0063",11,"13:56:51",6.2,-1,0,5.2,1.03,18,1
"P0619",20,"13:56:54",4.5,-0.1,0.2,4.6,1.03,18,1
"P0951",17,"13:57:04",4,-1,2,5,1.03,18,1
"P1155",39,"13:57:06",5.9,-0.2,0,5.7,1.03,18,2
"P0619",21,"13:57:13",4.6,-0.1,0,4.5,1.03,18,1
"P1155",40,"13:57:18",5.7,-0.4,0.8,6.1,1.03,18,4
"P0951",18,"13:57:19",5,-1,0,4,1.03,18,1
"P0619",22,"13:57:25",4.5,-0.1,0.2,4.6,1.03,18,1
"P1155",41,"13:57:29",6.1,-0.1,0,6,1.03,18,1
"P0951",19,"13:57:35",4,-1,2,5,1.03,18,1
"P1155",42,"13:57:39",6,-0.2,0,5.8,1.03,18,2
"P0827",13,"13:57:40",7,-0.7,0,6.3,1.03,18,7
"P0619",23,"13:57:45",4.6,-0.1,0.2,4.7,1.03,18,1
"P1155",43,"13:57:51",5.8,-0.4,0,5.4,1.03,18,4
"P0951",20,"13:57:54",5,-1,0,4,1.03,18,1
"P0063",12,"13:57:54",5.2,-2,4,7.2,1.03,18,2
"P0619",24,"13:57:56",4.7,-0.1,0.2,4.8,1.03,18,1
"P1155",44,"13:58:08",5.4,-0.8,1.6,6.2,1.03,18,8
"P0619",25,"13:58:08",4.8,-0.1,0,4.7,1.03,18,1
"P0951",21,"13:58:11",4,-1,2,5,1.03,18,1
"P1155",45,"13:58:18",6.2,-0.1,0.2,6.3,1.03,18,1
"P0619",26,"13:58:25",4.7,-0.1,0,4.6,1.03,18,1
"P0951",22,"13:58:29",5,-1,0,4,1.03,18,1
"P0619",27,"13:58:39",4.6,-0.2,0,4.4,1.03,18,1
"P0951",23,"13:58:44",4,-1,2,5,1.03,18,1
"P0827",14,"13:58:45",6.3,-0.5,0,5.8,1.03,18,5
"P1155",46,"13:58:46",6.3,-0.1,0.2,6.4,1.03,18,1
"P1155",47,"13:58:56",6.4,-0.1,0,6.3,1.03,18,1
"P0619",28,"13:58:58",4.4,-0.4,0,4,1.03,18,2
"P0063",13,"13:59:01",7.2,-1.2,2.4,8.4,1.03,18,2
"P1155",48,"13:59:07",6.3,-0.2,0.4,6.5,1.03,18,2
"P1155",49,"13:59:18",6.5,-0.1,0,6.4,1.03,18,1
"P0619",29,"13:59:20",4,-0.8,1.6,4.8,1.03,18,4
"P1155",50,"13:59:28",6.4,-0.2,0.4,6.6,1.03,18,2
"P1155",51,"13:59:39",6.6,-0.1,0.2,6.7,1.03,18,1
"P0827",15,"13:59:49",5.8,-0.5,1,6.3,1.03,18,5
"P1155",52,"13:59:50",6.7,-0.1,0,6.6,1.03,18,1
"P0619",30,"13:59:51",4.8,-0.1,0,4.7,1.03,18,1
"P1155",53,"14:00:01",6.6,-0.2,0.4,6.8,1.03,18,2
"P0619",31,"14:00:04",4.7,-0.1,0.2,4.8,1.03,18,1
"P0063",14,"14:00:08",8.4,-2,0,6.4,1.03,18,2
"P1155",54,"14:00:12",6.8,-0.1,0,6.7,1.03,18,1
"P0619",32,"14:00:15",4.8,-0.1,0.2,4.9,1.03,18,1
"P1155",55,"14:00:23",6.7,-0.2,0.4,6.9,1.03,18,2
"P0619",33,"14:00:27",4.9,-0.1,0,4.8,1.03,18,1
"P1155",56,"14:00:33",6.9,-0.1,0.2,7,1.03,18,1
"P0619",34,"14:00:39",4.8,-0.1,0.2,4.9,1.03,18,1
"P1155",57,"14:00:43",7,-0.1,0.2,7.1,1.03,18,1
"P0619",35,"14:00:50",4.9,-0.1,0.2,5,1.03,18,1
"P1155",58,"14:00:53",7.1,-0.1,0.2,7.2,1.03,18,1
"P0827",16,"14:00:55",6.3,-0.8,1.6,7.1,1.03,18,8
"P0619",36,"14:01:01",5,-0.1,0.2,5.1,1.03,18,1
"P1155",59,"14:01:05",7.2,-0.1,0,7.1,1.03,18,1
"P0619",37,"14:01:12",5.1,-0.1,0,5,1.03,18,1
"P1155",60,"14:01:16",7.1,-0.2,0.4,7.3,1.03,18,2
"P0063",15,"14:01:19",6.4,-2,0,4.4,1.03,18,2
"P1155",61,"14:01:26",7.3,-0.1,0,7.2,1.03,18,1
"P0619",38,"14:01:27",5,-0.1,0.2,5.1,1.03,18,1
"P1155",62,"14:01:37",7.2,-0.2,0.4,7.4,1.03,18,2
"P0619",39,"14:01:38",5.1,-0.1,0,5,1.03,18,1
"P1155",63,"14:01:48",7.4,-0.1,0.2,7.5,1.03,18,1
"P0619",40,"14:01:49",5,-0.1,0,4.9,1.03,18,1
"P1155",64,"14:01:58",7.5,-0.1,0.2,7.6,1.03,18,1
"P0619",41,"14:02:02",4.9,-0.2,0,4.7,1.03,18,1
"P0827",17,"14:02:05",7.1,-0.6,1.2,7.7,1.03,18,6
"P1155",65,"14:02:09",7.6,-0.1,0,7.5,1.03,18,1
"P0619",42,"14:02:16",4.7,-0.4,0.8,5.1,1.03,18,2
"P1155",66,"14:02:19",7.5,-0.2,0,7.3,1.03,18,2
"P0619",43,"14:02:30",5.1,-0.1,0,5,1.03,18,1
"P0063",16,"14:02:29",4.4,-2,0,2.4,1.03,18,2
"P1155",67,"14:02:32",7.3,-0.4,0.8,7.7,1.03,18,4
"P0619",44,"14:02:44",5,-0.1,0.2,5.1,1.03,18,1
"P1155",68,"14:02:45",7.7,-0.1,0,7.6,1.03,18,1
"P0619",45,"14:02:55",5.1,-0.1,0,5,1.03,18,1
"P1155",69,"14:02:57",7.6,-0.2,0.4,7.8,1.03,18,2
"P1155",70,"14:03:08",7.8,-0.1,0,7.7,1.03,18,1
"P0619",46,"14:03:08",5,-0.1,0,4.9,1.03,18,1
"P0827",18,"14:03:08",7.7,-0.7,1.4,8.4,1.03,18,7
"P1155",71,"14:03:18",7.7,-0.2,0.4,7.9,1.03,18,2
"P0619",47,"14:03:23",4.9,-0.2,0.4,5.1,1.03,18,1
"P1155",72,"14:03:28",7.9,-0.1,0,7.8,1.03,18,1
"P0063",17,"14:03:37",2.4,-2,0,0.4,1.03,18,2
"P1155",73,"14:03:38",7.8,-0.2,0,7.6,1.03,18,2
"P0619",48,"14:03:39",5.1,-0.1,0,5,1.03,18,1
"P0619",49,"14:03:50",5,-0.1,0,4.9,1.03,18,1
"P1155",74,"14:03:50",7.6,-0.4,0.8,8,1.03,18,4
"P1155",75,"14:04:00",8,-0.1,0.2,8.1,1.03,18,1
"P0619",50,"14:04:03",4.9,-0.2,0,4.7,1.03,18,1
"P0827",19,"14:04:11",8.4,-0.5,1,8.9,1.03,18,5
"P1155",76,"14:04:12",8.1,-0.1,0,8,1.03,18,1
"P0619",51,"14:04:15",4.7,-0.4,0.8,5.1,1.03,18,2
"P1155",77,"14:04:22",8,-0.2,0.4,8.2,1.03,18,2
"P0619",52,"14:04:26",5.1,-0.1,0.2,5.2,1.03,18,1
"P1155",78,"14:04:33",8.2,-0.1,0,8.1,1.03,18,1
"P0619",53,"14:04:37",5.2,-0.1,0,5.1,1.03,18,1
"P0063",18,"14:04:42",0.4,-0.4,0.8,0.8,1.03,18,2
"P1155",79,"14:04:43",8.1,-0.2,0,7.9,1.03,18,2
"P0619",54,"14:04:49",5.1,-0.1,0.2,5.2,1.03,18,1
"P1155",80,"14:04:55",7.9,-0.4,0,7.5,1.03,18,4
"P0619",55,"14:04:59",5.2,-0.1,0.2,5.3,1.03,18,1
"P1155",81,"14:05:10",7.5,-0.8,0,6.7,1.03,18,8
"P0619",56,"14:05:11",5.3,-0.1,0,5.2,1.03,18,1
"P0827",20,"14:05:23",8.9,-0.9,0,8,1.03,18,9
"P1155",82,"14:05:25",6.7,-1.6,0,5.1,1.03,18,16
"P0619",57,"14:05:26",5.2,-0.1,0.2,5.3,1.03,18,1
"P1155",83,"14:05:46",5.1,-2,4,7.1,1.03,18,20
"P0063",19,"14:05:59",0.8,-0.8,1.6,1.6,1.03,18,4
"P1155",84,"14:05:59",7.1,-0.1,0,7,1.03,18,1
"P0619",58,"14:06:01",5.3,-0.1,0.2,5.4,1.03,18,1
"P1155",85,"14:06:10",7,-0.2,0.4,7.2,1.03,18,2
"P0619",59,"14:06:12",5.4,-0.1,0,5.3,1.03,18,1
"P1155",86,"14:06:21",7.2,-0.1,0.2,7.3,1.03,18,1
"P0619",60,"14:06:23",5.3,-0.1,0,5.2,1.03,18,1
"P1155",87,"14:06:31",7.3,-0.1,0.2,7.4,1.03,18,1
"P0619",61,"14:06:34",5.2,-0.2,0.4,5.4,1.03,18,1
"P0827",21,"14:06:38",8,-1,0,7,1.03,18,10
"P1155",88,"14:06:42",7.4,-0.1,0,7.3,1.03,18,1
"P0619",62,"14:06:45",5.4,-0.1,0.2,5.5,1.03,18,1
"P1155",89,"14:06:53",7.3,-0.2,0.4,7.5,1.03,18,2
"P0619",63,"14:06:56",5.5,-0.1,0,5.4,1.03,18,1
"P1155",90,"14:07:03",7.5,-0.1,0.2,7.6,1.03,18,1
"P0619",64,"14:07:07",5.4,-0.1,0.2,5.5,1.03,18,1
"P0063",20,"14:07:08",1.6,-1,0,0.6,1.03,18,1
"P1155",91,"14:07:14",7.6,-0.1,0,7.5,1.03,18,1
"P0619",65,"14:07:20",5.5,-0.1,0,5.4,1.03,18,1
"P1155",92,"14:07:25",7.5,-0.2,0.4,7.7,1.03,18,2
"P0619",66,"14:07:33",5.4,-0.1,0.2,5.5,1.03,18,1
"P1155",93,"14:07:35",7.7,-0.1,0,7.6,1.03,18,1
"P0619",67,"14:07:45",5.5,-0.1,0.2,5.6,1.03,18,1
"P1155",94,"14:07:48",7.6,-0.2,0.4,7.8,1.03,18,2
"P0619",68,"14:07:56",5.6,-0.1,0,5.5,1.03,18,1
"P1155",95,"14:07:58",7.8,-0.1,0,7.7,1.03,18,1
"P0619",69,"14:08:07",5.5,-0.1,0,5.4,1.03,18,1
"P1155",96,"14:08:09",7.7,-0.2,0,7.5,1.03,18,2
"P0619",70,"14:08:19",5.4,-0.2,0,5.2,1.03,18,1
"P0063",21,"14:08:20",0.6,-0.6,0,0,1.03,18,2
"P1155",97,"14:08:20",7.5,-0.4,0.8,7.9,1.03,18,4
"P0619",71,"14:08:30",5.2,-0.4,0.8,5.6,1.03,18,2
"P1155",98,"14:08:31",7.9,-0.1,0.2,8,1.03,18,1
"P1155",99,"14:08:41",8,-0.1,0,7.9,1.03,18,1
"P0619",72,"14:08:42",5.6,-0.1,0,5.5,1.03,18,1
"P0163",1,"14:08:45",4,-0.6,0,3.4,2.78,12,6
"P1155",100,"14:08:53",7.9,-0.2,0,7.7,1.03,18,2
"P0619",73,"14:08:53",5.5,-0.1,0.2,5.6,1.03,18,1
"P0040",1,"14:08:53",4,-0.2,0,3.8,1.03,18,1
"P0619",74,"14:09:04",5.6,-0.1,0.2,5.7,1.03,18,1
"P0040",2,"14:09:04",3.8,-0.4,0,3.4,1.03,18,2
"P1155",101,"14:09:05",7.7,-0.4,0,7.3,1.03,18,4
"P0619",75,"14:09:15",5.7,-0.1,0.2,5.8,1.03,18,1
"P0040",3,"14:09:16",3.4,-0.6,0,2.8,1.03,18,3
"P0681",1,"14:09:19",4,-0.5,1,4.5,1.03,18,1
"P1155",102,"14:09:19",7.3,-0.8,1.6,8.1,1.03,18,8
"P0424",1,"14:09:22",4,-1,2,5,1.03,18,1
"P0040",4,"14:09:27",2.8,-0.8,1.6,3.6,1.03,18,4
"P0619",76,"14:09:29",5.8,-0.1,0.2,5.9,1.03,18,1
"P1155",103,"14:09:30",8.1,-0.1,0.2,8.2,1.03,18,1
"P0705",1,"14:09:35",4,-0.5,0,3.5,35.03,1,1
"P0619",77,"14:09:40",5.9,-0.1,0,5.8,1.03,18,1
"P0555",1,"14:09:42",4,-2,4,6,1.03,18,2
"P1155",104,"14:09:41",8.2,-0.1,0.2,8.3,1.03,18,1
"P0040",5,"14:09:43",3.6,-0.4,0,3.2,1.03,18,2
"P0619",78,"14:09:51",5.8,-0.1,0.2,5.9,1.03,18,1
"P1155",105,"14:09:52",8.3,-0.1,0,8.2,1.03,18,1
"P0040",6,"14:09:54",3.2,-0.6,1.2,3.8,1.03,18,3
"P0138",1,"14:09:57",4,-2,0,2,1.03,18,20
"P0827",22,"14:10:01",7,-0.5,1,7.5,1.03,18,5
"P1155",106,"14:10:02",8.2,-0.2,0,8,1.03,18,2
"P0619",79,"14:10:03",5.9,-0.1,0,5.8,1.03,18,1
"P0549",1,"14:10:05",4,-0.1,0,3.9,1.03,18,1
"P0040",7,"14:10:10",3.8,-0.2,0,3.6,1.03,18,1
"P0851",1,"14:10:14",4,-0.1,0,3.9,35.03,1,1
"P1155",107,"14:10:14",8,-0.4,0.8,8.4,1.03,18,4
"P0549",2,"14:10:18",3.9,-0.2,0.4,4.1,1.03,18,2
"P0080",1,"14:10:21",4,-0.5,0,3.5,1.03,18,1
"P0619",80,"14:10:20",5.8,-0.1,0.2,5.9,1.03,18,1
"P0940",1,"14:10:20",4,-1,0,3,2.03,12,1
"P0040",8,"14:10:20",3.6,-0.2,0.4,3.8,1.03,18,1
"P1155",108,"14:10:26",8.4,-0.1,0.2,8.5,1.03,18,1
"P0080",2,"14:10:31",3.5,-0.5,0,3,1.03,18,1
"P0549",3,"14:10:30",4.1,-0.1,0,4,1.03,18,1
"P0040",9,"14:10:31",3.8,-0.2,0.4,4,1.03,18,1
"P0619",81,"14:10:32",5.9,-0.1,0.2,6,1.03,18,1
"P0174",1,"14:10:37",4,-0.5,0,3.5,1.03,18,1
"P1131",1,"14:10:34",4,-1.3,0,2.7,4.41,9,13
"P1147",1,"14:10:35",4,-1.7,1,3.3,0.67,36,4
"P1155",109,"14:10:36",8.5,-0.1,0,8.4,1.03,18,1
"P0424",2,"14:10:37",5,-1,0,4,1.03,18,1
"P0549",4,"14:10:42",4,-0.4,0,3.6,0.58,26,4
"P0619",82,"14:10:43",6,-0.1,0.2,6.1,1.03,18,1
"P0174",2,"14:10:48",3.5,-0.5,0,3,1.03,18,1
"P1155",110,"14:10:46",8.4,-0.2,0,8.2,1.03,18,2
"P0619",83,"14:10:54",6.1,-0.1,0,6,1.03,18,1
"P0549",5,"14:10:53",3.6,-0.4,0.4,3.6,0.58,26,4
"P0174",3,"14:10:59",3,-0.5,1,3.5,1.03,18,1
"P1155",111,"14:10:58",8.2,-0.4,0,7.8,1.03,18,4
"P0455",1,"14:10:58",4,-1,1,4,0.47,28,2
"P0555",2,"14:11:01",6,-2,0,4,2.03,12,2
"P0493",1,"14:11:04",4,-1.5,0,2.5,1.4,19,15
"P0619",84,"14:11:06",6,-0.1,0.2,6.1,1.03,18,1
"P0549",6,"14:11:06",3.6,-0.1,0,3.5,1.03,18,1
"P0174",4,"14:11:10",3.5,-0.5,0,3,1.03,18,1
"P0107",1,"14:11:08",4,-2,4.2,6.2,1.88,36,10
"P0827",23,"14:11:09",7.5,-0.5,0,7,1.03,18,5
"P1155",112,"14:11:12",7.8,-0.8,1.6,8.6,1.03,18,8
"P0619",85,"14:11:16",6.1,-0.1,0.2,6.2,1.03,18,1
"P0696",1,"14:11:18",4,-2,0,2,9.53,18,2
"P0549",7,"14:11:19",3.5,-0.5,0,3,1.03,18,5
"P0174",5,"14:11:21",3,-0.5,1,3.5,1.03,18,1
"P1077",1,"14:11:20",4,-0.5,1,4.5,1.03,18,1
"P1155",113,"14:11:23",8.6,-0.1,0.2,8.7,1.03,18,1
"P0619",86,"14:11:27",6.2,-0.1,0,6.1,1.03,18,1
"P0174",6,"14:11:33",3.5,-0.5,0,3,1.03,18,1
"P1155",114,"14:11:33",8.7,-0.1,0.2,8.8,1.03,18,1
"P0862",1,"14:11:36",4,-0.4,0,3.6,1.03,18,2
"P0619",87,"14:11:38",6.1,-0.1,0.2,6.2,1.03,18,1
"P0494",1,"14:11:38",4,-1,2,5,1.03,18,1
"P0696",2,"14:11:40",2,-2,2,2,9.53,18,2
"P0424",3,"14:11:41",4,-1,2,5,1.03,18,1
"P0174",7,"14:11:45",3,-0.5,0,2.5,1.03,18,1
"P0493",2,"14:11:45",2.5,-1.5,1.8,2.8,1.45,21,15
"P0464",1,"14:11:44",4,-1.5,1,3.5,1.11,28,3
"P1155",115,"14:11:45",8.8,-0.1,0,8.7,1.03,18,1
"P1141",1,"14:11:48",4,-0.1,0,3.9,1.03,18,1
"P0571",1,"14:11:46",4,-1,3.6,6.6,2.63,10,10
"P0619",88,"14:11:49",6.2,-0.1,0.2,6.3,1.03,18,1
"P0862",2,"14:11:50",3.6,-0.2,0.4,3.8,1.03,18,1
"P0726",1,"14:11:54",4,-2,4,6,1.03,18,2
"P0174",8,"14:11:56",2.5,-0.5,0,2,1.03,18,1
"P1155",116,"14:11:56",8.7,-0.2,0.4,8.9,1.03,18,2
"P0653",1,"14:12:01",4,-1,0,3,1.03,18,1
"P0619",89,"14:11:59",6.3,-0.1,0.2,6.4,1.03,18,1
"P1147",2,"14:12:00",3.3,-2,1,2.3,0.28,36,3
"P0862",3,"14:12:02",3.8,-0.2,0.4,4,1.03,18,1
"P0455",2,"14:12:01",4,-1,2,5,0.58,26,2
"P1141",2,"14:12:06",3.9,-0.2,0.4,4.1,1.03,18,2
"P1155",117,"14:12:06",8.9,-0.1,0,8.8,1.03,18,1
"P0174",9,"14:12:11",2,-1,0,1,0.53,27,2
"P0619",90,"14:12:10",6.4,-0.1,0,6.3,1.03,18,1
"P0653",2,"14:12:16",3,-1,2,4,1.03,18,1
"P0140",1,"14:12:15",4,-1,3.6,6.6,9.83,6,6
"P1065",1,"14:12:16",4,-0.2,0,3.8,1.03,18,1
"P1155",118,"14:12:17",8.8,-0.2,0.4,9,1.03,18,2
"P0619",91,"14:12:21",6.3,-0.1,0,6.2,1.03,18,1
"P0174",10,"14:12:23",1,-1,1,1,0.47,28,2
"P0696",3,"14:12:23",2,-2,7.2,7.2,11.09,5,5
"P1141",3,"14:12:28",4.1,-0.1,0.2,4.2,1.03,18,1
"P0862",4,"14:12:26",4,-0.4,0.8,4.4,1.03,18,2
"P0653",3,"14:12:32",4,-1,0,3,1.03,18,1
"P1155",119,"14:12:30",9,-0.1,0.2,9.1,1.03,18,1
"P1077",2,"14:12:32",4.5,-0.2,0.4,4.7,1.03,18,1
"P0619",92,"14:12:34",6.2,-0.2,0.4,6.4,1.03,18,1
"P0493",3,"14:12:41",2.8,-1.5,0.9,2.2,1.26,23,15
"P1155",120,"14:12:41",9.1,-0.1,0.2,9.2,1.03,18,1
"P0571",2,"14:12:41",6.6,-0.1,0,6.5,8.03,4,1
"P1141",4,"14:12:46",4.2,-0.1,0.2,4.3,1.03,18,1
"P0653",4,"14:12:48",3,-1,2,4,1.03,18,1
"P0619",93,"14:12:47",6.4,-0.1,0.2,6.5,1.03,18,1
"P1155",121,"14:12:51",9.2,-0.1,0,9.1,1.03,18,1
"P1131",2,"14:12:55",2.7,-0.8,0.9,2.8,3.67,10,8
"P0619",94,"14:12:57",6.5,-0.1,0,6.4,1.03,18,1
"P1141",5,"14:13:03",4.3,-0.1,0,4.2,1.03,18,1
"P1155",122,"14:13:01",9.1,-0.2,0,8.9,1.03,18,2
"P0464",2,"14:13:04",3.5,-1,1,3.5,0.78,24,2
"P0455",3,"14:13:06",5,-1,0,4,0.53,27,2
"P0726",2,"14:13:07",6,-2,2,6,0.78,24,2
"P1155",123,"14:13:13",8.9,-0.4,0,8.5,1.03,18,4
"P0619",95,"14:13:15",6.4,-0.1,0.2,6.5,1.03,18,1
"P1141",6,"14:13:20",4.2,-0.2,0,4,1.03,18,2
"P0493",4,"14:13:21",2.2,-1.5,0,0.7,2.59,15,15
"P0619",96,"14:13:25",6.5,-0.1,0.2,6.6,1.03,18,1
"P1155",124,"14:13:28",8.5,-0.8,1.6,9.3,1.03,18,8
"P1065",2,"14:13:30",3.8,-0.2,0.4,4,1.03,18,1
"P0619",97,"14:13:36",6.6,-0.1,0,6.5,1.03,18,1
"P1141",7,"14:13:39",4,-0.4,0,3.6,1.03,18,4
"P1077",3,"14:13:39",4.7,-0.5,1,5.2,1.03,18,1
"P1155",125,"14:13:39",9.3,-0.1,0.2,9.4,1.03,18,1
"P0107",2,"14:13:44",6.2,-1.4,1.4,6.2,0.03,36,7
"P0493",5,"14:13:46",0.7,-0.7,0.9,0.9,4.17,10,7
"P1147",3,"14:13:45",2.3,-2,2,2.3,0.53,27,2
"P0619",98,"14:13:48",6.5,-0.1,0,6.4,1.03,18,1
"P1155",126,"14:13:49",9.4,-0.1,0,9.3,1.03,18,1
"P0537",1,"14:13:58",4,-0.1,0.2,4.1,1.03,18,1
"P1155",127,"14:14:00",9.3,-0.2,0,9.1,1.03,18,2
"P1141",8,"14:14:03",3.6,-0.8,0,2.8,1.03,18,8
"P0619",99,"14:14:01",6.4,-0.2,0,6.2,1.03,18,2
"P1131",3,"14:14:05",2.8,-1.3,0.6,2.1,3.43,14,13
"P0455",4,"14:14:08",4,-1,0,3,0.53,27,2
"P0464",3,"14:14:09",3.5,-1.5,1,3,1.47,24,3
"P1155",128,"14:14:11",9.1,-0.4,0,8.7,1.03,18,4
"P0079",1,"14:14:14",4,-1,1,4,0.58,26,2
"P0726",3,"14:14:14",6,-2,0,4,1.03,18,2
"P0619",100,"14:14:15",6.2,-0.4,0.8,6.6,1.03,18,2
"P1155",129,"14:14:23",8.7,-0.8,0,7.9,1.03,18,8
"P0493",6,"14:14:29",0.9,-0.9,3.8,3.8,3.19,25,9
"P0619",101,"14:14:32",6.6,-0.1,0.2,6.7,1.03,18,1
"P1065",3,"14:14:35",4,-0.1,0,3.9,1.03,18,1
"P1155",130,"14:14:38",7.9,-1.6,0,6.3,1.03,18,16
"P0619",102,"14:14:43",6.7,-0.1,0.2,6.8,1.03,18,1
"P0963",1,"14:14:52",4,-0.1,0,3.9,2.03,12,1
"P1141",9,"14:14:55",2.8,-1.6,3.2,4.4,1.03,18,3
"P0619",103,"14:14:58",6.8,-0.1,0.2,6.9,1.03,18,1
"P0619",104,"14:15:09",6.9,-0.1,0,6.8,1.03,18,1
"P0455",5,"14:15:11",3,-1,2,4,0.58,26,2
"P0537",2,"14:15:14",4.1,-0.2,0,3.9,1.03,18,1
"P1141",10,"14:15:17",4.4,-0.1,0.2,4.5,1.03,18,1
"P0079",2,"14:15:18",4,-2,1.5,3.5,3.01,26,3
"P0726",4,"14:15:16",4,-2,5,7,0.78,24,2
"P0619",105,"14:15:19",6.8,-0.1,0.2,6.9,1.03,18,1
"P1131",4,"14:15:22",2.1,-1.3,0,0.8,4.25,11,13
"P0464",4,"14:15:24",3,-1.5,1,2.5,1.14,25,3
"P0493",7,"14:15:29",3.8,-1.5,0.9,3.2,1.61,17,15
"P0619",106,"14:15:29",6.9,-0.1,0,6.8,1.03,18,1
"P1141",11,"14:15:35",4.5,-0.1,0.2,4.6,1.03,18,1
